,Entry,Ref,Linkage formed,"Acceptor
size",(eq .),"Donor
size",(eq .).1,"Yield
(%)",a : B,"Glycosyl
Donor","Neighbouring
group",Activator,Solvent,temperature_C,donor_type,acceptor_type,solvent_smiles,donor_conf,lg,C2_smiles,activator,Major True,Minor True,Conf positive(%) True
173,21,133,fUC (1-2) Gal,2,1,1,2.4,71,a,bromide,OBn,TBABr,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, 1, -1, -1, -1]",*Br,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-] ,1,0,100.0
174,22,143,fUC (1-2) Gal,2,1,1,6,70,a,bromide,OBn,"AgOTf,MDTBP",DCM,-78,pyranose,O,['CC(Cl)Cl'],"[0, 1, -1, -1, -1]",*Br,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].Cc1cc(nc(c1)C(C)(C)C)C(C)(C)C,1,0,100.0
175,23,61,fUC (1-2) Gal,2,(NR),1,(NR),NR,a,fluoride,OBn,"Sn(OTf)2,DTBP",THF,,pyranose,O,['C1CCOC1 '],"[0, 1, -1, -1, -1]",*F,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C(F)(F)(F)S(=O)(=O)O[Sn]OS(=O)(=O)C(F)(F)F..CC(C)(C)C1=NC(=CC=C1)C(C)(C)C,1,0,100.0
176,26,39,fUC (1-2) Gal,1,1,1,1.5,75,a,SEt,OCIBn,DMTSB,,,pyranose,O,,"[0, 1, -1, -1, -1]",[*]SCC,[*]OCC1=CC=C(Cl)C=C1,[B-](F)(F)(F)F.CS[S+](C)C ,1,0,100.0
177,27,51,fUC (1-2) Gal,2,1,1,1.2,48,a,SMe,OBn,"NIS,TfOH",DCM,,pyranose,O,['CC(Cl)Cl'],"[0, 1, -1, -1, -1]",[*]SC,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
178,28,105,fUC (1-2) Gal [ 3NH₂ ],1,1,1,4,55,a,bromide,OBn,TBABr,"DCM,DMF",20,pyranose,O,"['CC(Cl)Cl', 'CN(C)C=O']","[0, 1, -1, -1, -1]",*Br,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-] ,1,0,100.0
179,29,105,fUC (1-2) Gal [ 4NH₂ ],1,1,1,5.9,42,a,bromide,OBn,"AgOTf,MDTBP",DCM,-78,pyranose,O,['CC(Cl)Cl'],"[0, 1, -1, -1, -1]",*Br,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].Cc1cc(nc(c1)C(C)(C)C)C(C)(C)C,1,0,100.0
180,30,105,fUC (1-2) Gal [ 6NH₂ ],1,1,1,4.9,79,a,bromide,OBn,TBABr,"DCM,DMF",20,pyranose,O,"['CC(Cl)Cl', 'CN(C)C=O']","[0, 1, -1, -1, -1]",*Br,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-] ,1,0,100.0
181,31,105,fUC (1-2) Glc,1,1,1,4.9,80,a,bromide,OBn,TBABr,"DCM,DMF",20,pyranose,O,"['CC(Cl)Cl', 'CN(C)C=O']","[0, 1, -1, -1, -1]",*Br,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-] ,1,0,100.0
182,32,105,fUC (1-2) Gul,1,1,1,4,78,a,bromide,OBn,TBABr,"DCM,DMF",20,pyranose,O,"['CC(Cl)Cl', 'CN(C)C=O']","[0, 1, -1, -1, -1]",*Br,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-] ,1,0,100.0
183,34,30,"fUC (1-2,3) Glc",1,1,1,1.9,43,a,dibenzylphosphite,OAc,TMSOTf,MeCN,-43,pyranose,O,['CC#N'],"[0, 1, -1, -1, -1]",[*]OP(OCC1=CC=CC=C1)OCC2=CC=CC=C2,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
184,35,178,fUC (13) Deoxy Nojira,1,1,1,1.2,92,a,SMe,OBn,"NIS,TfOH",,,pyranose,O,,"[0, 1, -1, -1, -1]",[*]SC,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
185,36,114,fUC (1-3) Glc,2,1,1,3.3,82,a,bromide,OBn,"HgBr2,MDTBP",DCM,25,pyranose,O,['CC(Cl)Cl'],"[0, 1, -1, -1, -1]",*Br,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,Br[Hg]Br.Cc1cc(nc(c1)C(C)(C)C)C(C)(C)C,1,0,100.0
186,38,188,fUC (13) GlcNAc,1,1,1,4,93,a,sulfoxide,OBn,"Tf2O,MDTBP",DCM,,pyranose,O,['CC(Cl)Cl'],"[0, 1, -1, -1, -1]",[*]S(C1=CC=CC=C1)=O,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C(F)(F)(F)S(=O)(=O)OS(=O)(=O)C(F)(F)F.Cc1cc(nc(c1)C(C)(C)C)C(C)(C)C,1,0,100.0
187,39,11,fUC (1-3) GlcNAc,2,(NR),1,(NR),90,a,bromide,OPMB,"TBABr,DTBP","DCM,DMF",20,pyranose,O,"['CC(Cl)Cl', 'CN(C)C=O']","[0, 1, -1, -1, -1]",*Br,[*]OCC1=CC=C(OC)C=C1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-] .CC(C)(C)C1=NC(=CC=C1)C(C)(C)C,1,0,100.0
188,40,80,fUC (1 + 3) GlcNAc,1,1,1,1.6,85,a,imidate,OBn,TMSOTf,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, 1, -1, -1, -1]",*OC(=N)C(Cl)(Cl)Cl,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
189,41,80,fUC (1-3) GlcNAc,2,1,1,1.5,78,a,imidate,OBn,TMSOTf,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, 1, -1, -1, -1]",*OC(=N)C(Cl)(Cl)Cl,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
190,44,79,fUC (1-3) GlcNAc,1,1,1,2,74,a,trichloro ethyl phosphite,OBn,TMSOTf,Et2O,20,pyranose,O,['CCOCC'],"[0, 1, -1, -1, -1]",[*]OP(OCC(Cl)(Cl)Cl)OCC(Cl)(Cl)Cl,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
191,45,126,fUC (1-3) GlcNAc,2,1,I,2,77,a,SMe,OBn,,"Et2O,DCE",20,pyranose,O,,"[0, 1, -1, -1, -1]",[*]SC,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,,1,0,100.0
192,46,139,fUC (1 + 3) GlcNAc,2,1,1,2,72,a,SMe,OBn,"TBABr,CuBr2,DMF","DCE,DMF",20,pyranose,O,"['C(CCl)Cl ', 'CN(C)C=O']","[0, 1, -1, -1, -1]",[*]SC,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-] .[Cu](Br)Br .CN(C)C=O,1,0,100.0
193,47,178,fUC (1-4) Deoxy Nojira,2,1,1,1.5,100,a,SMe,OBn,DMTST,Benzene,7,pyranose,O,['C1=CC=CC=C1 '],"[0, 1, -1, -1, -1]",[*]SC,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,CS[S+](C)C.C(F)(F)(F)S(=O)(=O)[O-]  ,1,0,100.0
194,50,30,fUC (1-4) Glc,1,1,1,1,45,a,dibenzylphosphite,OBn,TMSOTf,,,pyranose,O,,"[0, 1, -1, -1, -1]",[*]OP(OCC1=CC=CC=C1)OCC2=CC=CC=C2,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
195,51,153,fUC (1-4) GlcNAc,2,(NR),1,(NR),89,a,bromide,OBn,TBABr,,,pyranose,O,,"[0, 1, -1, -1, -1]",*Br,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-] ,1,0,100.0
196,52,171,fUC (1-4) GlcNAc,2,1,1,3,89,a,bromide,OBn,TBABr,"DCM,DMF",,pyranose,O,"['CC(Cl)Cl', 'CN(C)C=O']","[0, 1, -1, -1, -1]",*Br,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-] ,1,0,100.0
197,53,79,fUC (1-4) GlcNAc,2,1,1,1.25,86,a,dibenzylphosphite,OBn,TMSOTf,Et2O,20,pyranose,O,['CCOCC'],"[0, 1, -1, -1, -1]",[*]OP(OCC1=CC=CC=C1)OCC2=CC=CC=C2,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
198,54,44,fUC (1-4) GlcNAc,5,1,1,1.5,60,a,SMe,OBn,"NIS,TfOH",toluene,0,pyranose,O,['Cc1ccccc1'],"[0, 1, -1, -1, -1]",[*]SC,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
199,55,92,fUC (1-4) GlcNAc,5,1,3,1.5,29,a,SMe,OBn,DMTST,DCM,,pyranose,O,['CC(Cl)Cl'],"[0, 1, -1, -1, -1]",[*]SC,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,CS[S+](C)C.C(F)(F)(F)S(=O)(=O)[O-]  ,1,0,100.0
200,56,173,fUC (1 → 6) GlcNAc,2,1,1,3.2,74,a,bromide,OBn,TEABr,"DMF,DCM",,pyranose,O,"['CN(C)C=O', 'CC(Cl)Cl']","[0, 1, -1, -1, -1]",*Br,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,[Br-].CC[N+](CC)(CC)CC,1,0,100.0
201,57,173,fUC (1-6) GlcNAc,1,1,1,2.3,68,a,chloride,OPMB,TEABr,DMF,,pyranose,O,['CN(C)C=O'],"[0, 1, -1, -1, -1]",*Cl,[*]OCC1=CC=C(OC)C=C1,[Br-].CC[N+](CC)(CC)CC,1,0,100.0
202,58,128,fUC (1-6) GlcNAc,5,(NR),1,(NR),65,a,SMe,OCH3,"CuBr2,TBABr",nitromethane,20,pyranose,O,['C[N+](=O)[O-]  '],"[0, 1, -1, -1, -1]",[*]SC,*OC,[Cu](Br)Br .CCCC[N+](CCCC)(CCCC)CCCC.[Br-] ,1,0,100.0
203,59,128,fUC (16) GlcNAc,4,(NR),1,(NR),68,a,SMe,OCH3,"CuBr2,TBABr",nitromethane,20,pyranose,O,['C[N+](=O)[O-]  '],"[0, 1, -1, -1, -1]",[*]SC,*OC,[Cu](Br)Br .CCCC[N+](CCCC)(CCCC)CCCC.[Br-] ,1,0,100.0
204,66,120,Gal (1-2) Glc,1,1,1,1.1,37,a,bromide,OAc,AgOTf,DCM,-10,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",*Br,*OC([CH3])=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+],-1,0,0.0
205,75,88,Gal (1-3) Gal,1,1.5,2,1,81,a,imidate,OBz,TMSOTf,DCE,-20,pyranose,O,['C(CCl)Cl '],"[0, -1, 1, 1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
206,76,39,Gal (1-3) Gal,1,1,1,1.6,57,a,SEt,OCIBn,DMTSB,"DCM,THF",,pyranose,O,"['CC(Cl)Cl', 'C1CCOC1 ']","[0, -1, 1, 1, 1]",[*]SCC,[*]OCC1=CC=C(Cl)C=C1,[B-](F)(F)(F)F.CS[S+](C)C ,-1,0,0.0
207,77,124,Gal (1-3) Gal,2,1,1,1,65,a,SMe,OPMB,"CuBr2,DMF,TBABr","DCE,DMF",20,pyranose,O,"['C(CCl)Cl ', 'CN(C)C=O']","[0, -1, 1, 1, 1]",[*]SC,[*]OCC1=CC=C(OC)C=C1,[Cu](Br)Br .CN(C)C=O.CCCC[N+](CCCC)(CCCC)CCCC.[Br-] ,-1,0,0.0
208,78,124,Gal (1-3) Gal,2,1,1,2,56,a,SMe,OPMB,"CuBr2,DMF,TBABr","DCE,DMF",20,pyranose,O,"['C(CCl)Cl ', 'CN(C)C=O']","[0, -1, 1, 1, 1]",[*]SC,[*]OCC1=CC=C(OC)C=C1,[Cu](Br)Br .CN(C)C=O.CCCC[N+](CCCC)(CCCC)CCCC.[Br-] ,-1,0,0.0
209,79,179,Gal (1-3) Gal,1,1,1,1.1,49,a,SEt,OTBDMS,IDCP,"Et2O,DCE",-60,pyranose,O,"['CCOCC', 'C(CCl)Cl ']","[0, -1, 1, 1, 1]",[*]SCC,[*]O[Si](C)(C(C)(C)C)C,CC1=C(C(=NC=C1)C)C.CC1=C(C(=NC=C1)C)C.[O-]Cl(=O)(=O)=O.[IH2+],-1,0,0.0
210,89,162,Gal (1-3) GalNAc,5,1,3,1.5,52,a,SMe,OBz,DMTST,DCM,-10,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",[*]SC,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,CS[S+](C)C.C(F)(F)(F)S(=O)(=O)[O-]  ,-1,0,0.0
211,90,146,Gal (13) Glc,1,1,1,1.3,68,a,chloride,OBz,"AgOTf,collidine",DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",*Cl,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CC1=CC(=NC(=C1)C)C,-1,0,0.0
213,93,146,Gal (1-3) Glc,1,1,1,1,15,a,fluoride,OBz,BF3-OEt2,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",*F,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,CCO(CC).[B-](F)(F)F,-1,0,0.0
214,101,44,Gal (1-3) GlcNAc,3,1,2,1.3,45,a,SMe,OBz,"MSB,AgOTf",DCM,-15,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",[*]SC,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,CSBr .C(F)(F)(F)S(=O)(=O)[O-].[Ag+],-1,0,0.0
215,103,91,Gal (1-3) GlcNAc,3,1,1,2.1,86,a,SMe,OPMB,MeOTf,Et2O,,pyranose,O,['CCOCC'],"[0, -1, 1, 1, 1]",[*]SC,[*]OCC1=CC=C(OC)C=C1,COS(=O)(=O)C(F)(F)F  ,-1,0,0.0
216,107,106,Gal (1-3) Man,1,1,1,1.5,47,a,bromide,OAc,Hg(CN)2,"nitromethane,toluene",20,pyranose,O,"['C[N+](=O)[O-]  ', 'Cc1ccccc1']","[0, -1, 1, 1, 1]",*Br,*OC([CH3])=O,C(#N)[Hg]C#N ,-1,0,0.0
217,117,124,Gal (14) Gal,3,1,1,2.1,60,a,SMe,OPMB,"CuBr2,DMF,TBABr","DCE,DMF",20,pyranose,O,"['C(CCl)Cl ', 'CN(C)C=O']","[0, -1, 1, 1, 1]",[*]SC,[*]OCC1=CC=C(OC)C=C1,[Cu](Br)Br .CN(C)C=O.CCCC[N+](CCCC)(CCCC)CCCC.[Br-] ,-1,0,0.0
218,143,176,Gal (14) iDOA,2,1,2,1.15,89,a,imidate,OBn,TMSOTf,,,pyranose,O,,"[0, -1, 1, 1, 1]",*OC(=N)C(Cl)(Cl)Cl,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
219,153,75,Gal (1-6) Glc,5,1,1,4.4,90,a,bromide,OBn,TBABr,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",*Br,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-] ,-1,0,0.0
220,161,109,Gal [ 6d ] (1-4) Gal,2,1,1,1.25,56,a,SEt,OBn,"CuBr2,TBABr,AgOTf","nitromethane,DCM",20,pyranose,O,"['C[N+](=O)[O-]  ', 'CC(Cl)Cl']","[0, -1, 1, 1, 1]",[*]SCC,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,[Cu](Br)Br .CCCC[N+](CCCC)(CCCC)CCCC.[Br-] .C(F)(F)(F)S(=O)(=O)[O-].[Ag+],-1,0,0.0
221,167,6,GalNAc (1-3) Gal,1,1,1,1.2,77,a,imidate,N3,TMSOTf,DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",*OC(=N)C(Cl)(Cl)Cl,*N=[N+]=[N-],C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
222,171,66,GalNAc (13->3) GalNAc,3,1,1,2.5,84,a,bromide,N3,"AgOTf,TMU",toluene,-25,pyranose,O,['Cc1ccccc1'],"[0, -1, 1, 1, 1]",*Br,*N=[N+]=[N-],C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CN(C)C(=O)N(C)C,-1,0,0.0
223,172,6 -> 66,GalNAc (1-3) GalNAc,4,1,1,2.5,74,a,bromide,N3,"AgOTf,TMU",toluene,-25,pyranose,O,['Cc1ccccc1'],"[0, -1, 1, 1, 1]",*Br,*N=[N+]=[N-],C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CN(C)C(=O)N(C)C,-1,0,0.0
224,173,174,GalNAc (1 →→→ 3) Man,1,1,1,2.8,70,a,chloride,N3,"AgOTf,TMU",DCM,-45,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",*Cl,*N=[N+]=[N-],C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CN(C)C(=O)N(C)C,-1,0,0.0
225,197,156,Glc (1 → 1) Glc,1,1,1,1.1,91,a,imidate,OBn,TMSOTf,DCM,,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
226,198,156,Glc (11) Glc,1,1,1,1.3,84,a,imidate,OBn,AgOTf,DCM,,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C(F)(F)(F)S(=O)(=O)[O-].[Ag+],-1,0,0.0
227,201,156,Glc (11) Man,1,1,1,1.1,87,a,imidate,OBn,TMSOTf,DCM,,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
228,202,156,Glc (11) Man,1,1,1,1.1,93,a,imidate,OBn,TMSOTf,DCM,,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
229,236,75,Glc (1 → 3) gLY - Man,3,1,1,1.3,66,a,SEt,OBn,DMTST,Et2O,0,pyranose,O,['CCOCC'],"[0, -1, 1, -1, 1]",[*]SCC,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,CS[S+](C)C.C(F)(F)(F)S(=O)(=O)[O-]  ,-1,0,0.0
230,238,75,Glc (13) gLY - Man,3,1,2,1.8,72,a,SMe,OBn,"NIS,AgOTf",DCM,,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",[*]SC,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C1CC(=O)N(C1=O)I .C(F)(F)(F)S(=O)(=O)[O-].[Ag+],-1,0,0.0
231,276,16,Glc (1-4) GlcA,1,1,1,1.05,53,a,imidate,OBn,TMSOTf,DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
232,277,16,Glc (1-4) GlcA,1,1,1,1.05,52,a,imidate,OBn,TMSOTf,DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
233,279,176,Glc (1 4) GlcA,4,1,1,1.8,62,a,imidate,OBn,TMSOTf,,,pyranose,O,,"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
234,280,176,Glc (1-4) GlcA,4,1,1,1.8,60,a,imidate,OBn,TMSOTf,,,pyranose,O,,"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
235,281,176,Glc (1-4) GlcA,4,1,1,1.8,60,a,imidate,OCH3,TMSOTf,,,pyranose,O,,"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
236,282,176,Glc (1-4) GlcA,4,1,1,1.8,61,a,imidate,OBn,TMSOTf,,,pyranose,O,,"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
237,283,176,Glc (1-4) GlcA,4,1,1,1.8,75,a,imidate,OBn,TMSOTf,,,pyranose,O,,"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
238,286,16,Glc (1-4) iDOA,1,1,1,1.05,46,a,imidate,OBn,TMSOTf,DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
239,287,16,Glc (1-4) iDQA,1,1,1,1.05,41,a,imidate,OBn,TMSOTf,DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
241,323,10,Glc (1-6) Glc,2,1,1,2.3,54,a,fluoride,OBn,"SnCl2,AgClO4",Et2O,20,pyranose,O,['CCOCC'],"[0, -1, 1, -1, 1]",*F,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,Cl[Sn]Cl.[O-]Cl(=O)(=O)=O.[Ag+],-1,0,0.0
242,340,185,Glc (16) Glc,1,1,1,1,76,a,fluoride,OAc,BF3-OEt2,DCM,,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*F,*OC([CH3])=O,CCO(CC).[B-](F)(F)F,-1,0,0.0
243,343,10,Glc (1-6) Glc,3,1,3,1,12,a,n-pentenyl,OBn,IDCP,"DCE,Et2O",20,pyranose,O,"['C(CCl)Cl ', 'CCOCC']","[0, -1, 1, -1, 1]",[*]OCCCC=C,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,CC1=C(C(=NC=C1)C)C.CC1=C(C(=NC=C1)C)C.[O-]Cl(=O)(=O)=O.[IH2+],-1,0,0.0
247,387,37,Glc (16) Man,1,1.25,1,1,78,a,imidate,OAc,TMSOTf,,,pyranose,O,,"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
248,391,160,Glc [ 5S ] (1 + 2) Glc,1,2,1,1,16,a,imidate,OAc,TESOTf,DCM,-78,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,CC[Si](CC)(CC)OS(=O)(=O)C(F)(F)F,-1,0,0.0
249,392,160,Glc [ 5S ] (1 → 2) Glc,1,2,1,1,19,a,imidate,OAc,TESOTf,DCM,-78,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,CC[Si](CC)(CC)OS(=O)(=O)C(F)(F)F,-1,0,0.0
250,393,22,Glc [ 5S ] (1 → 4) Glc,1,2,1,1,87,a,imidate,OAc,TESOTf,,-78,pyranose,O,,"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,CC[Si](CC)(CC)OS(=O)(=O)C(F)(F)F,-1,0,0.0
251,435,41,GlcNAc (13) Gal,2,1,1,1.7,94,a,SMe,NPhth,"NIS,TfOH",DCM,0,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",[*]SC,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,-1,0,0.0
252,440,91,GlcNAc (1 → 3) rHA,2,1.2,1,1,53,a,chloride,N3,"AgOTf,MDTBP",DCM,0,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*Cl,*N=[N+]=[N-],C(F)(F)(F)S(=O)(=O)[O-].[Ag+].Cc1cc(nc(c1)C(C)(C)C)C(C)(C)C,-1,0,0.0
253,520,33,GlcNAc (1 - x) inositol,1,1,1,1.6,55,a,imidate,N3,TMSOTf,DCM,-25,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*N=[N+]=[N-],C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
254,521,33,GlcNAc (1 - x) inositol,1,1,1,2.6,65,a,imidate,N3,TMSOTf,DCM,-25,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*N=[N+]=[N-],C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
255,522,160,Glc [ SS ] (1-2) Glc,1,1,1,1,22,a,SePh,OAc,NOBF4,DCM,-78,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",[*][Se]C1=CC=CC=C1,*OC([CH3])=O,[B-](F)(F)(F)F.N#[O+],-1,0,0.0
